h_strnm,month,dong,total_sales,order_count
상상오리 간석구월점(사용안함),2025-09,간석동,20724900,529
상상오리 간석구월점(사용안함),2025-09,구월동,12858100,368
상상오리 간석구월점(사용안함),2025-09,만수동,12668200,333
상상오리 간석구월점(사용안함),2025-09,문학동,128000,4
상상오리 간석구월점(사용안함),2025-09,부개동,330000,10
상상오리 간석구월점(사용안함),2025-09,부평동,2049000,62
상상오리 간석구월점(사용안함),2025-09,십정동,4529100,113
상상오리 간석구월점(사용안함),2025-09,주안동,2257600,57
상상오리 간석구월점(사용안함),2025-10,간석동,12830400,320
상상오리 간석구월점(사용안함),2025-10,관교동,764500,21
상상오리 간석구월점(사용안함),2025-10,구월2동,51800,2
상상오리 간석구월점(사용안함),2025-10,구월3동,139600,4
상상오리 간석구월점(사용안함),2025-10,구월동,10561700,293
상상오리 간석구월점(사용안함),2025-10,만수동,7402800,193
상상오리 간석구월점(사용안함),2025-10,문학동,150000,5
상상오리 간석구월점(사용안함),2025-10,부평동,1321400,19
상상오리 간석구월점(사용안함),2025-10,십정동,1971600,56
상상오리 간석구월점(사용안함),2025-10,장수동,160000,5
상상오리 간석구월점(사용안함),2025-10,주안동,926100,23
상상오리 간석구월점(사용안함),2025-11,가좌동,165000,9
상상오리 간석구월점(사용안함),2025-11,간석2동,136000,4
상상오리 간석구월점(사용안함),2025-11,간석동,13970000,467
상상오리 간석구월점(사용안함),2025-11,구월1동,68000,2
상상오리 간석구월점(사용안함),2025-11,구월2동,88000,2
상상오리 간석구월점(사용안함),2025-11,구월3동,88000,2
상상오리 간석구월점(사용안함),2025-11,구월동,9241600,302
상상오리 간석구월점(사용안함),2025-11,남촌동,416500,11
상상오리 간석구월점(사용안함),2025-11,도화동,71400,6
상상오리 간석구월점(사용안함),2025-11,만수동,7328000,266
상상오리 간석구월점(사용안함),2025-11,문학동,111200,8
상상오리 간석구월점(사용안함),2025-11,부평동,1941000,72
상상오리 간석구월점(사용안함),2025-11,산곡동,71400,6
상상오리 간석구월점(사용안함),2025-11,십정동,1800200,65
상상오리 간석구월점(사용안함),2025-11,장수동,370000,8
상상오리 간석구월점(사용안함),2025-11,주안동,2746000,82
상상오리 간석구월점(사용안함),2025-12,간석동,17105300,672
상상오리 간석구월점(사용안함),2025-12,관교동,192000,18
상상오리 간석구월점(사용안함),2025-12,구산동,273000,7
상상오리 간석구월점(사용안함),2025-12,구월동,11932800,470
상상오리 간석구월점(사용안함),2025-12,남촌동,643700,23
상상오리 간석구월점(사용안함),2025-12,도화동,66000,6
상상오리 간석구월점(사용안함),2025-12,만수동,13612500,467
상상오리 간석구월점(사용안함),2025-12,문학동,186000,13
상상오리 간석구월점(사용안함),2025-12,부개동,190000,5
상상오리 간석구월점(사용안함),2025-12,부평동,4415300,127
상상오리 간석구월점(사용안함),2025-12,산곡동,113400,6
상상오리 간석구월점(사용안함),2025-12,십정동,5463600,198
상상오리 간석구월점(사용안함),2025-12,장수동,145000,5
상상오리 간석구월점(사용안함),2025-12,주안동,2209500,88
상상오리 간석구월점(사용안함),2026-01,가좌동,269400,6
상상오리 간석구월점(사용안함),2026-01,간석동,15544500,551
상상오리 간석구월점(사용안함),2026-01,구월동,10581200,346
상상오리 간석구월점(사용안함),2026-01,남촌동,384000,10
상상오리 간석구월점(사용안함),2026-01,만수동,10699800,311
상상오리 간석구월점(사용안함),2026-01,부개동,438500,15
상상오리 간석구월점(사용안함),2026-01,부평동,2388400,71
상상오리 간석구월점(사용안함),2026-01,십정동,2917600,129
상상오리 간석구월점(사용안함),2026-01,주안동,1801900,52
상상오리 공릉점,2025-09,갈매동,846000,25
상상오리 공릉점,2025-09,공릉동,26811000,770
상상오리 공릉점,2025-09,망우동,683000,22
상상오리 공릉점,2025-09,면목동,496800,12
상상오리 공릉점,2025-09,묵동,9637600,301
상상오리 공릉점,2025-09,미아동,265000,10
상상오리 공릉점,2025-09,번동,163600,8
상상오리 공릉점,2025-09,상계동,5366800,102
상상오리 공릉점,2025-09,상봉동,2357300,64
상상오리 공릉점,2025-09,상월곡동,200000,9
상상오리 공릉점,2025-09,석관동,5083000,161
상상오리 공릉점,2025-09,신내동,1926100,55
상상오리 공릉점,2025-09,월계동,12208800,360
상상오리 공릉점,2025-09,이문동,1769000,51
상상오리 공릉점,2025-09,장위2동,69400,2
상상오리 공릉점,2025-09,장위동,6770300,181
상상오리 공릉점,2025-09,중계동,6178100,179
상상오리 공릉점,2025-09,중화동,3345300,106
상상오리 공릉점,2025-09,창동,3652300,90
상상오리 공릉점,2025-09,하계동,8443300,220
상상오리 공릉점,2025-09,하월곡동,408000,12
상상오리 공릉점,2025-09,회기동,88000,4
상상오리 공릉점,2025-10,갈매동,784000,25
상상오리 공릉점,2025-10,공릉1동,1373800,42
상상오리 공릉점,2025-10,공릉2동,883700,23
상상오리 공릉점,2025-10,공릉동,25816300,785
상상오리 공릉점,2025-10,망우동,2616700,84
상상오리 공릉점,2025-10,면목동,646800,21
상상오리 공릉점,2025-10,묵동,8790200,256
상상오리 공릉점,2025-10,미아동,63000,3
상상오리 공릉점,2025-10,번동,835000,24
상상오리 공릉점,2025-10,상계동,3059300,93
상상오리 공릉점,2025-10,상봉동,3045600,80
상상오리 공릉점,2025-10,상월곡동,249000,9
상상오리 공릉점,2025-10,석관동,4809100,147
상상오리 공릉점,2025-10,신내동,4723000,131
상상오리 공릉점,2025-10,월계동,14780600,436
상상오리 공릉점,2025-10,이문동,1031400,30
상상오리 공릉점,2025-10,장위동,7795100,215
상상오리 공릉점,2025-10,중계동,5830800,156
상상오리 공릉점,2025-10,중화동,2997100,98
상상오리 공릉점,2025-10,창동,2499900,53
상상오리 공릉점,2025-10,하계1동,335200,8
상상오리 공릉점,2025-10,하계2동,211400,6
상상오리 공릉점,2025-10,하계동,10367400,303
상상오리 공릉점,2025-10,하월곡동,516000,8
상상오리 공릉점,2025-10,휘경동,155000,5
상상오리 공릉점,2025-11,갈매동,730000,38
상상오리 공릉점,2025-11,공릉1동,346000,12
상상오리 공릉점,2025-11,공릉2동,496000,13
상상오리 공릉점,2025-11,공릉동,25623200,834
상상오리 공릉점,2025-11,망우동,376000,12
상상오리 공릉점,2025-11,묵동,8445700,260
상상오리 공릉점,2025-11,미아동,470000,15
상상오리 공릉점,2025-11,번동,819000,26
상상오리 공릉점,2025-11,별내동,116000,4
상상오리 공릉점,2025-11,상계동,2300800,65
상상오리 공릉점,2025-11,상봉동,1086700,34
상상오리 공릉점,2025-11,상월곡동,785000,18
상상오리 공릉점,2025-11,석관동,3595800,119
상상오리 공릉점,2025-11,신내동,2788000,76
상상오리 공릉점,2025-11,월계동,15327700,444
상상오리 공릉점,2025-11,이문동,438000,18
상상오리 공릉점,2025-11,장위동,4095700,133
상상오리 공릉점,2025-11,중계동,6783000,187
상상오리 공릉점,2025-11,중화동,2211000,60
상상오리 공릉점,2025-11,창동,120000,4
상상오리 공릉점,2025-11,하계1동,394000,12
상상오리 공릉점,2025-11,하계2동,345000,9
상상오리 공릉점,2025-11,하계동,9413500,299
상상오리 공릉점,2025-11,하월곡동,164000,4
상상오리 공릉점,2025-12,갈매동,1247400,53
상상오리 공릉점,2025-12,공릉동,49719500,2052
상상오리 공릉점,2025-12,망우동,964200,33
상상오리 공릉점,2025-12,면목동,685900,31
상상오리 공릉점,2025-12,묵동,11751000,430
상상오리 공릉점,2025-12,미아동,525400,20
상상오리 공릉점,2025-12,번동,1599400,49
상상오리 공릉점,2025-12,상계동,1275000,47
상상오리 공릉점,2025-12,상봉동,1324300,42
상상오리 공릉점,2025-12,상월곡동,624000,19
상상오리 공릉점,2025-12,석관동,4100100,160
상상오리 공릉점,2025-12,신내동,5722800,103
상상오리 공릉점,2025-12,월계동,18497900,687
상상오리 공릉점,2025-12,이문동,1404900,46
상상오리 공릉점,2025-12,장위동,7632200,223
상상오리 공릉점,2025-12,중계동,5601100,190
상상오리 공릉점,2025-12,중화동,3136600,110
상상오리 공릉점,2025-12,창동,1255900,43
상상오리 공릉점,2025-12,하계동,11997300,454
상상오리 공릉점,2025-12,하월곡동,751400,20
상상오리 공릉점,2025-12,회기동,188100,9
상상오리 공릉점,2025-12,휘경동,336000,7
상상오리 공릉점,2026-01,갈매동,989000,33
상상오리 공릉점,2026-01,공릉동,50603900,2091
상상오리 공릉점,2026-01,망우동,1766800,67
상상오리 공릉점,2026-01,면목동,1080600,39
상상오리 공릉점,2026-01,묵동,11969300,440
상상오리 공릉점,2026-01,미아동,190000,9
상상오리 공릉점,2026-01,번동,1241400,38
상상오리 공릉점,2026-01,상계동,2588000,81
상상오리 공릉점,2026-01,상봉동,1300000,37
상상오리 공릉점,2026-01,석관동,4056000,160
상상오리 공릉점,2026-01,신내동,4423300,164
상상오리 공릉점,2026-01,월계동,20729300,828
상상오리 공릉점,2026-01,이문동,1673200,58
상상오리 공릉점,2026-01,장위동,8019400,247
상상오리 공릉점,2026-01,중계동,5178700,168
상상오리 공릉점,2026-01,중화동,2474700,83
상상오리 공릉점,2026-01,창동,510000,20
상상오리 공릉점,2026-01,하계동,11616400,445
상상오리 공릉점,2026-01,하월곡동,144000,6
상상오리 공릉점,2026-01,회기동,221000,9
상상오리 공릉점,2026-01,휘경동,470000,14
상상오리 공릉점,2026-02,갈매동,646000,18
상상오리 공릉점,2026-02,공릉동,36941600,1443
상상오리 공릉점,2026-02,망우동,896000,36
상상오리 공릉점,2026-02,면목동,729000,17
상상오리 공릉점,2026-02,묵동,9756100,335
상상오리 공릉점,2026-02,번동,897300,27
상상오리 공릉점,2026-02,상계동,2314600,63
상상오리 공릉점,2026-02,상봉동,1913800,69
상상오리 공릉점,2026-02,상월곡동,175000,5
상상오리 공릉점,2026-02,석관동,3903800,135
상상오리 공릉점,2026-02,신내동,3188300,96
상상오리 공릉점,2026-02,월계동,13768100,544
상상오리 공릉점,2026-02,이문동,3815800,120
상상오리 공릉점,2026-02,장위동,7429000,238
상상오리 공릉점,2026-02,중계동,4230600,129
상상오리 공릉점,2026-02,중화동,2638500,73
상상오리 공릉점,2026-02,창동,1763300,57
상상오리 공릉점,2026-02,하계동,10961900,344
상상오리 공릉점,2026-02,하월곡동,726000,21
상상오리 공릉점,2026-02,회기동,150000,6
상상오리 공릉점,2026-02,휘경동,192000,6
상상오리 광명점,2025-09,가산동,2709700,76
상상오리 광명점,2025-09,개봉동,13514300,314
상상오리 광명점,2025-09,계수동,440400,10
상상오리 광명점,2025-09,고척동,2562900,67
상상오리 광명점,2025-09,광명동,19753200,500
상상오리 광명점,2025-09,괴안동,2137000,56
상상오리 광명점,2025-09,구로동,931900,24
상상오리 광명점,2025-09,궁동,3049000,73
상상오리 광명점,2025-09,독산동,571200,15
상상오리 광명점,2025-09,범박동,554100,12
상상오리 광명점,2025-09,소하동,159500,4
상상오리 광명점,2025-09,신정동,443800,13
상상오리 광명점,2025-09,역곡동,759800,22
상상오리 광명점,2025-09,오류동,12172400,280
상상오리 광명점,2025-09,옥길동,2394200,58
상상오리 광명점,2025-09,온수동,2899900,73
상상오리 광명점,2025-09,천왕동,1802700,46
상상오리 광명점,2025-09,철산동,8499500,208
상상오리 광명점,2025-09,하안동,7241000,191
상상오리 광명점,2025-09,항동,3283000,79
상상오리 광명점,2025-10,가산동,2328500,66
상상오리 광명점,2025-10,개봉동,12887200,300
상상오리 광명점,2025-10,계수동,432000,12
상상오리 광명점,2025-10,고척동,3104000,68
상상오리 광명점,2025-10,과림동,143600,4
상상오리 광명점,2025-10,광명5동,91600,2
상상오리 광명점,2025-10,광명6동,67600,2
상상오리 광명점,2025-10,광명동,20730800,548
상상오리 광명점,2025-10,괴안동,2155800,60
상상오리 광명점,2025-10,구로동,893700,23
상상오리 광명점,2025-10,궁동,2285400,56
상상오리 광명점,2025-10,독산동,671700,17
상상오리 광명점,2025-10,범박동,1247800,34
상상오리 광명점,2025-10,소하동,102700,3
상상오리 광명점,2025-10,신정동,462000,12
상상오리 광명점,2025-10,역곡동,994300,27
상상오리 광명점,2025-10,오류동,13863900,355
상상오리 광명점,2025-10,옥길동,3810000,90
상상오리 광명점,2025-10,온수동,992600,27
상상오리 광명점,2025-10,일직동,67800,2
상상오리 광명점,2025-10,천왕동,3532300,86
상상오리 광명점,2025-10,철산2동,91600,2
상상오리 광명점,2025-10,철산동,9033500,234
상상오리 광명점,2025-10,하안동,12148900,245
상상오리 광명점,2025-10,항동,2200900,58
상상오리 광명점,2025-11,가산동,3490600,93
상상오리 광명점,2025-11,개봉동,12214300,311
상상오리 광명점,2025-11,계수동,880600,19
상상오리 광명점,2025-11,고척동,1692100,44
상상오리 광명점,2025-11,광명1동,141600,4
상상오리 광명점,2025-11,광명3동,71200,2
상상오리 광명점,2025-11,광명5동,131600,4
상상오리 광명점,2025-11,광명6동,65800,2
상상오리 광명점,2025-11,광명7동,484600,14
상상오리 광명점,2025-11,광명동,17881000,444
상상오리 광명점,2025-11,괴안동,2329300,67
상상오리 광명점,2025-11,구로동,175600,4
상상오리 광명점,2025-11,궁동,2236400,58
상상오리 광명점,2025-11,독산동,759700,18
상상오리 광명점,2025-11,범박동,206400,6
상상오리 광명점,2025-11,소하동,296900,8
상상오리 광명점,2025-11,신정동,772900,21
상상오리 광명점,2025-11,역곡동,406800,12
상상오리 광명점,2025-11,오류동,11020800,276
상상오리 광명점,2025-11,옥길동,1800000,46
상상오리 광명점,2025-11,온수동,1900900,47
상상오리 광명점,2025-11,천왕동,2810600,78
상상오리 광명점,2025-11,철산2동,225400,6
상상오리 광명점,2025-11,철산3동,209400,6
상상오리 광명점,2025-11,철산4동,69800,2
상상오리 광명점,2025-11,철산동,10335300,259
상상오리 광명점,2025-11,하안1동,166400,4
상상오리 광명점,2025-11,하안동,7907400,194
상상오리 광명점,2025-11,항동,2755400,68
상상오리 광명점,2025-12,가산동,3424500,98
상상오리 광명점,2025-12,개봉동,20114100,631
상상오리 광명점,2025-12,계수동,175600,4
상상오리 광명점,2025-12,고척동,3219700,87
상상오리 광명점,2025-12,광명동,33104000,1262
상상오리 광명점,2025-12,괴안동,3272300,80
상상오리 광명점,2025-12,구로동,1190700,31
상상오리 광명점,2025-12,궁동,3740800,112
상상오리 광명점,2025-12,독산동,473700,13
상상오리 광명점,2025-12,범박동,829900,23
상상오리 광명점,2025-12,소하동,357000,10
상상오리 광명점,2025-12,신정동,861200,28
상상오리 광명점,2025-12,역곡동,534400,16
상상오리 광명점,2025-12,오류동,17474500,604
상상오리 광명점,2025-12,옥길동,6118000,147
상상오리 광명점,2025-12,온수동,2344300,64
상상오리 광명점,2025-12,일직동,32900,1
상상오리 광명점,2025-12,천왕동,5188400,199
상상오리 광명점,2025-12,철산동,12177200,366
상상오리 광명점,2025-12,하안동,9097400,244
상상오리 광명점,2025-12,항동,2598900,72
상상오리 광명점,2026-01,가리봉동,436800,6
상상오리 광명점,2026-01,가산동,4718700,159
상상오리 광명점,2026-01,개봉동,19543500,632
상상오리 광명점,2026-01,계수동,298800,6
상상오리 광명점,2026-01,고척동,3972800,105
상상오리 광명점,2026-01,광명동,34433900,1295
상상오리 광명점,2026-01,괴안동,4598200,120
상상오리 광명점,2026-01,구로동,1464400,44
상상오리 광명점,2026-01,궁동,2125300,63
상상오리 광명점,2026-01,독산동,1165700,35
상상오리 광명점,2026-01,범박동,439900,13
상상오리 광명점,2026-01,소하동,71000,2
상상오리 광명점,2026-01,신정동,957300,27
상상오리 광명점,2026-01,역곡동,1288900,36
상상오리 광명점,2026-01,오류동,13013700,411
상상오리 광명점,2026-01,옥길동,2426400,70
상상오리 광명점,2026-01,온수동,2631200,69
상상오리 광명점,2026-01,천왕동,5027400,205
상상오리 광명점,2026-01,철산동,16549000,545
상상오리 광명점,2026-01,하안동,9708600,248
상상오리 광명점,2026-01,항동,2023600,47
상상오리 광명점,2026-02,가리봉동,299700,12
상상오리 광명점,2026-02,가산동,3621500,110
상상오리 광명점,2026-02,개봉동,12612100,445
상상오리 광명점,2026-02,고척동,4120800,107
상상오리 광명점,2026-02,광명동,27159100,968
상상오리 광명점,2026-02,괴안동,2279300,61
상상오리 광명점,2026-02,구로동,2694500,59
상상오리 광명점,2026-02,궁동,2232400,63
상상오리 광명점,2026-02,독산동,127600,4
상상오리 광명점,2026-02,범박동,1020700,23
상상오리 광명점,2026-02,소하동,241800,6
상상오리 광명점,2026-02,신정동,816400,26
상상오리 광명점,2026-02,역곡동,635200,18
상상오리 광명점,2026-02,오류동,11239600,351
상상오리 광명점,2026-02,옥길동,3144300,99
상상오리 광명점,2026-02,온수동,1350400,35
상상오리 광명점,2026-02,천왕동,2755700,134
상상오리 광명점,2026-02,철산동,14302700,440
상상오리 광명점,2026-02,하안동,8932600,262
상상오리 광명점,2026-02,항동,1851200,51
상상오리 광안점,2025-09,광안동,91623700,2474
상상오리 광안점,2025-09,낙민동,185400,6
상상오리 광안점,2025-09,남천동,10121800,274
상상오리 광안점,2025-09,대연동,27797100,713
상상오리 광안점,2025-09,망미동,15168500,378
상상오리 광안점,2025-09,민락동,34159700,916
상상오리 광안점,2025-09,반여동,2546200,56
상상오리 광안점,2025-09,범전동,645300,19
상상오리 광안점,2025-09,수영동,9704000,276
상상오리 광안점,2025-09,안락동,1069500,28
상상오리 광안점,2025-09,양정동,602200,27
상상오리 광안점,2025-09,연산동,18813200,486
상상오리 광안점,2025-09,용호동,3709100,85
상상오리 광안점,2025-09,우동,16187900,405
상상오리 광안점,2025-09,재송동,27526600,738
상상오리 광안점,2025-09,전포동,671200,20
상상오리 광안점,2025-10,거제동,197400,6
상상오리 광안점,2025-10,광안동,79847700,2133
상상오리 광안점,2025-10,남천동,7724100,220
상상오리 광안점,2025-10,대연동,25119900,710
상상오리 광안점,2025-10,망미동,13197300,340
상상오리 광안점,2025-10,민락동,28138400,757
상상오리 광안점,2025-10,반여동,989400,25
상상오리 광안점,2025-10,수영동,7166100,177
상상오리 광안점,2025-10,안락동,1354500,34
상상오리 광안점,2025-10,양정동,244300,7
상상오리 광안점,2025-10,연산동,14821000,355
상상오리 광안점,2025-10,용호동,3505500,93
상상오리 광안점,2025-10,우동,15415900,406
상상오리 광안점,2025-10,재송동,26364800,684
상상오리 광안점,2025-10,전포동,394800,12
상상오리 광안점,2025-11,거제동,441700,13
상상오리 광안점,2025-11,광안동,86607300,3358
상상오리 광안점,2025-11,낙민동,659400,3
상상오리 광안점,2025-11,남천동,9054000,328
상상오리 광안점,2025-11,대연동,31138500,1008
상상오리 광안점,2025-11,망미동,17725000,573
상상오리 광안점,2025-11,문현동,203400,6
상상오리 광안점,2025-11,민락동,25877100,897
상상오리 광안점,2025-11,반여동,1566400,44
상상오리 광안점,2025-11,범전동,452700,13
상상오리 광안점,2025-11,수영동,8743900,400
상상오리 광안점,2025-11,안락동,1590000,44
상상오리 광안점,2025-11,양정동,2430800,79
상상오리 광안점,2025-11,연산동,15961000,516
상상오리 광안점,2025-11,용호동,3693200,96
상상오리 광안점,2025-11,우동,10290200,314
상상오리 광안점,2025-11,재송동,16380000,545
상상오리 광안점,2025-11,전포동,1979700,62
상상오리 광안점,2025-12,거제동,183200,8
상상오리 광안점,2025-12,광안동,88931700,3312
상상오리 광안점,2025-12,낙민동,209400,6
상상오리 광안점,2025-12,남천동,7610100,244
상상오리 광안점,2025-12,대연동,35485400,1089
상상오리 광안점,2025-12,망미동,13702000,513
상상오리 광안점,2025-12,문현동,777700,23
상상오리 광안점,2025-12,민락동,29558300,992
상상오리 광안점,2025-12,반여동,769400,26
상상오리 광안점,2025-12,수영동,7614700,300
상상오리 광안점,2025-12,안락동,444900,15
상상오리 광안점,2025-12,양정동,1936300,53
상상오리 광안점,2025-12,연산동,15150800,443
상상오리 광안점,2025-12,용호동,4449500,123
상상오리 광안점,2025-12,우동,17210400,493
상상오리 광안점,2025-12,재송동,14515900,459
상상오리 광안점,2025-12,전포동,2132200,48
상상오리 광안점,2026-01,거제동,178000,10
상상오리 광안점,2026-01,광안동,85785800,3451
상상오리 광안점,2026-01,남천동,10480700,359
상상오리 광안점,2026-01,대연동,33524200,1101
상상오리 광안점,2026-01,망미동,11056800,417
상상오리 광안점,2026-01,민락동,24652300,839
상상오리 광안점,2026-01,반여동,972400,34
상상오리 광안점,2026-01,범전동,203400,6
상상오리 광안점,2026-01,수영동,8535100,316
상상오리 광안점,2026-01,안락동,680700,25
상상오리 광안점,2026-01,양정동,989800,35
상상오리 광안점,2026-01,연산동,15864000,517
상상오리 광안점,2026-01,용호동,2330600,100
상상오리 광안점,2026-01,우동,19530300,511
상상오리 광안점,2026-01,재송동,18276500,588
상상오리 광안점,2026-01,전포동,359900,13
상상오리 광안점,2026-02,거제동,598000,17
상상오리 광안점,2026-02,광안동,73979300,2921
상상오리 광안점,2026-02,낙민동,317400,12
상상오리 광안점,2026-02,남천동,7284300,223
상상오리 광안점,2026-02,대연동,20283600,688
상상오리 광안점,2026-02,망미동,9136900,353
상상오리 광안점,2026-02,문현동,203400,6
상상오리 광안점,2026-02,민락동,25391800,827
상상오리 광안점,2026-02,반여동,1034600,29
상상오리 광안점,2026-02,수영동,7076300,267
상상오리 광안점,2026-02,안락동,1280300,50
상상오리 광안점,2026-02,양정동,1486200,69
상상오리 광안점,2026-02,연산동,17558700,568
상상오리 광안점,2026-02,용호동,4364800,150
상상오리 광안점,2026-02,우동,17103400,556
상상오리 광안점,2026-02,재송동,13153700,445
상상오리 광안점,2026-02,전포동,759900,29
상상오리 구로점,2025-09,가리봉동,3574900,89
상상오리 구로점,2025-09,가산동,10167700,242
상상오리 구로점,2025-09,개봉동,4670200,111
상상오리 구로점,2025-09,고척동,3160700,86
상상오리 구로점,2025-09,광명동,834700,20
상상오리 구로점,2025-09,구로동,25861900,639
상상오리 구로점,2025-09,궁동,42900,1
상상오리 구로점,2025-09,당산동,345500,10
상상오리 구로점,2025-09,대림동,11056400,245
상상오리 구로점,2025-09,대방동,276000,8
상상오리 구로점,2025-09,도림동,2860400,73
상상오리 구로점,2025-09,독산동,10418400,256
상상오리 구로점,2025-09,목동,872000,20
상상오리 구로점,2025-09,봉천동,1515600,42
상상오리 구로점,2025-09,상도동,533100,13
상상오리 구로점,2025-09,신길동,4565900,120
상상오리 구로점,2025-09,신대방동,3102600,63
상상오리 구로점,2025-09,신도림동,5792800,136
상상오리 구로점,2025-09,신림동,18286200,453
상상오리 구로점,2025-09,신정동,835800,22
상상오리 구로점,2025-09,여의도동,140800,4
상상오리 구로점,2025-09,영등포동,267200,16
상상오리 구로점,2025-09,오류동,567400,15
상상오리 구로점,2025-09,천왕동,95700,2
상상오리 구로점,2025-09,철산동,1667000,36
상상오리 구로점,2025-09,항동,160600,4
상상오리 구로점,2025-10,가리봉동,2303100,56
상상오리 구로점,2025-10,가산동,7879200,207
상상오리 구로점,2025-10,개봉동,3076900,73
상상오리 구로점,2025-10,고척동,3373800,69
상상오리 구로점,2025-10,광명동,1060600,26
상상오리 구로점,2025-10,구로3동,71600,2
상상오리 구로점,2025-10,구로5동,76600,2
상상오리 구로점,2025-10,구로동,25729100,644
상상오리 구로점,2025-10,구로제3동,491400,12
상상오리 구로점,2025-10,구로제4동,119400,3
상상오리 구로점,2025-10,구로제5동,155200,4
상상오리 구로점,2025-10,궁동,82300,2
상상오리 구로점,2025-10,당산동,148000,4
상상오리 구로점,2025-10,대림동,8504100,220
상상오리 구로점,2025-10,대방동,331600,8
상상오리 구로점,2025-10,도림동,2079800,52
상상오리 구로점,2025-10,독산동,10397600,252
상상오리 구로점,2025-10,봉천동,919000,25
상상오리 구로점,2025-10,상도동,1255600,28
상상오리 구로점,2025-10,신길동,5064200,130
상상오리 구로점,2025-10,신대방동,2826300,76
상상오리 구로점,2025-10,신도림동,4035900,101
상상오리 구로점,2025-10,신림동,13471400,349
상상오리 구로점,2025-10,신정동,1198400,33
상상오리 구로점,2025-10,영등포동,143600,4
상상오리 구로점,2025-10,오류동,285200,8
상상오리 구로점,2025-10,온수동,53900,1
상상오리 구로점,2025-10,천왕동,222400,6
상상오리 구로점,2025-10,철산동,1126800,31
상상오리 구로점,2025-10,하안동,186000,5
상상오리 구로점,2025-10,항동,79800,2
상상오리 구로점,2025-11,가리봉동,2742000,73
상상오리 구로점,2025-11,가산동,7997400,196
상상오리 구로점,2025-11,개봉동,2536300,73
상상오리 구로점,2025-11,고척동,2043400,50
상상오리 구로점,2025-11,구로4동,65800,2
상상오리 구로점,2025-11,구로5동,73800,2
상상오리 구로점,2025-11,구로동,23836800,601
상상오리 구로점,2025-11,구로제3동,139600,8
상상오리 구로점,2025-11,구로제4동,69800,2
상상오리 구로점,2025-11,구로제5동,641800,16
상상오리 구로점,2025-11,당산동,400100,9
상상오리 구로점,2025-11,대림동,6100100,151
상상오리 구로점,2025-11,대방동,839900,22
상상오리 구로점,2025-11,도림동,2256500,54
상상오리 구로점,2025-11,독산동,5875500,150
상상오리 구로점,2025-11,봉천동,142800,4
상상오리 구로점,2025-11,상도동,186500,5
상상오리 구로점,2025-11,신길동,6110300,160
상상오리 구로점,2025-11,신대방동,3062200,84
상상오리 구로점,2025-11,신도림동,3948300,101
상상오리 구로점,2025-11,신림동,8993100,222
상상오리 구로점,2025-11,신정동,1771100,38
상상오리 구로점,2025-11,여의도동,160800,4
상상오리 구로점,2025-11,영등포동,597900,15
상상오리 구로점,2025-11,오류동,393900,11
상상오리 구로점,2025-11,온수동,79800,2
상상오리 구로점,2025-11,천왕동,119700,3
상상오리 구로점,2025-11,철산동,1080000,29
상상오리 구로점,2025-11,하안동,147600,4
상상오리 구로점,2025-11,항동,171600,4
상상오리 구로점,2025-12,가리봉동,4121200,101
상상오리 구로점,2025-12,가산동,7660300,195
상상오리 구로점,2025-12,개봉동,3744000,90
상상오리 구로점,2025-12,고척동,3565800,99
상상오리 구로점,2025-12,광명동,1167500,31
상상오리 구로점,2025-12,구로동,37821600,1306
상상오리 구로점,2025-12,당산동,395300,11
상상오리 구로점,2025-12,대림동,9742500,385
상상오리 구로점,2025-12,대방동,530700,11
상상오리 구로점,2025-12,도림동,1969600,58
상상오리 구로점,2025-12,독산동,7246500,186
상상오리 구로점,2025-12,봉천동,658400,20
상상오리 구로점,2025-12,상도동,394200,11
상상오리 구로점,2025-12,신길동,4094100,136
상상오리 구로점,2025-12,신대방동,5954200,178
상상오리 구로점,2025-12,신도림동,6784200,211
상상오리 구로점,2025-12,신림동,12847700,367
상상오리 구로점,2025-12,신정동,1013900,24
상상오리 구로점,2025-12,여의도동,194500,5
상상오리 구로점,2025-12,영등포동,36000,3
상상오리 구로점,2025-12,오류동,356800,10
상상오리 구로점,2025-12,철산동,1499500,40
상상오리 구로점,2025-12,하안동,296800,8
상상오리 구로점,2026-01,가리봉동,5539300,168
상상오리 구로점,2026-01,가산동,10426800,243
상상오리 구로점,2026-01,개봉동,2597600,73
상상오리 구로점,2026-01,고척동,2987300,69
상상오리 구로점,2026-01,광명동,695800,27
상상오리 구로점,2026-01,구로동,41786200,1627
상상오리 구로점,2026-01,대림동,10378000,425
상상오리 구로점,2026-01,대방동,664600,24
상상오리 구로점,2026-01,도림동,1800300,59
상상오리 구로점,2026-01,독산동,6043900,164
상상오리 구로점,2026-01,봉천동,1387300,24
상상오리 구로점,2026-01,상도동,464600,14
상상오리 구로점,2026-01,신길동,6709200,223
상상오리 구로점,2026-01,신대방동,3570000,112
상상오리 구로점,2026-01,신도림동,6483200,203
상상오리 구로점,2026-01,신림동,14685200,425
상상오리 구로점,2026-01,신정동,1339700,32
상상오리 구로점,2026-01,여의도동,519200,17
상상오리 구로점,2026-01,영등포동,425900,11
상상오리 구로점,2026-01,오류동,74800,2
상상오리 구로점,2026-01,철산동,1911500,38
상상오리 구로점,2026-01,하안동,337200,12
상상오리 구로점,2026-02,가리봉동,5604200,149
상상오리 구로점,2026-02,가산동,6786000,187
