매장명,상점번호,계정ID,조회월,날짜,광고지출,노출수,클릭수,주문수,주문금액,광고효과(%)
상상오리 경기광주점,14627925,nonsen840,2025-09,9.1,24140,1185,34,6,221000,8.84배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.2,710,82,1,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.3,6390,150,9,1,46500,6.96배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.4,23430,1042,33,5,160500,6.64배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.5,29110,1123,41,9,349000,11.48배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.6,39050,1699,55,6,224000,5.67배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.7,27690,1600,39,5,197500,6.83배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.8,31240,1393,44,9,312500,9.78배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.9,2130,247,3,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.10,19880,647,28,3,110500,5.63배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.11,17750,785,25,7,302900,15.35배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.12,29110,1872,41,8,300000,10.04배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.13,22010,1155,31,5,224500,9.97배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.14,29820,1612,42,4,111800,3.6배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.15,19170,1078,27,1,45000,2.3배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.16,7100,258,10,3,139500,19.08배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.17,17040,672,24,2,69000,3.9배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.18,16330,717,23,5,182000,10.69배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.19,23430,1636,33,8,264000,10.58배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.20,24140,1249,34,7,311000,12.28배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.21,29110,1174,41,8,319500,10.59배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.22,17750,758,25,3,130500,7.13배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.23,4970,174,7,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.24,10650,934,15,3,125500,11.54배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.25,16330,670,23,4,136000,7.89배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.26,15620,802,22,4,153000,9.54배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.27,24850,1041,35,7,217500,8.51배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.28,19170,1190,27,5,198000,10.22배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.29,24850,1032,35,3,115000,4.39배
상상오리 경기광주점,14627925,nonsen840,2025-09,9.30,4970,264,7,3,96000,18.61배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.1,17750,1579,25,3,100000,5.63배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.2,29820,1466,42,3,135500,4.36배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.3,19880,1387,28,7,279000,13.63배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.4,16330,1921,23,2,70000,4.16배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.5,30530,2665,43,4,202000,6.47배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.6,90170,9552,127,21,798300,8.51배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.7,19170,1116,27,3,88000,4.49배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.8,19170,1906,27,2,89500,4.69배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.9,19170,2052,27,4,176000,8.99배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.10,4970,455,7,3,114500,22.33배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.11,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.12,22010,1439,31,6,248000,11.04배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.13,22720,1808,32,2,68000,2.82배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.14,0,1,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.15,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.16,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.17,13490,1921,19,2,62500,4.48배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.18,14910,1289,21,4,154000,9.62배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.19,7100,753,10,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.20,0,1,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.21,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.22,0,1,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.23,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.24,18460,1067,26,5,198500,10.64배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.25,17690,834,25,3,98500,5.54배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.26,7800,871,12,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.27,0,4,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.28,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.29,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.30,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-10,10.31,4550,301,7,1,46000,9.78배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.1,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.2,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.3,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.4,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.5,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.6,4550,159,7,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.7,8640,377,12,2,64000,7.18배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.8,21330,825,27,4,151000,6.68배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.9,18170,1029,23,2,66000,3.6배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.10,790,127,1,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.11,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.12,21330,412,27,2,67000,2.93배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.13,18960,385,24,4,183400,9.19배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.14,40290,511,51,5,187000,4.19배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.15,15010,526,19,2,152000,9.96배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.16,23700,617,30,2,53000,1.43배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.17,1580,58,2,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.18,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.19,15800,376,20,3,122000,6.96배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.20,28440,632,36,5,167900,4.85배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.21,37920,716,48,12,430000,10.21배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.22,31600,759,40,7,251000,7.18배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.23,23700,819,30,10,314800,11.24배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.24,1580,88,2,1,34000,19.62배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.25,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.26,22910,736,29,8,283900,11.28배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.27,26860,877,34,8,306000,10.67배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.28,30020,1048,38,4,133000,3.96배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.29,26070,759,33,10,365900,11.73배
상상오리 경기광주점,14627925,nonsen840,2025-11,11.30,30020,953,38,12,366300,9.75배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.1,0,79,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.2,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.3,30020,715,38,12,350700,9.22배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.4,28440,821,36,3,108000,3.59배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.5,26070,1333,33,5,207500,7.61배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.6,32390,1194,41,8,344500,9.79배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.7,18960,1087,24,7,247400,10.99배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.8,3160,133,4,1,36000,10.13배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.9,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.10,29230,1524,37,6,167900,4.41배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.11,21330,707,27,4,141400,5.64배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.12,26070,1642,33,4,122500,3.66배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.13,45820,2668,58,12,343400,5.77배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.14,33180,1651,42,8,314500,8.41배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.15,7110,177,9,2,48000,3.73배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.16,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.17,16590,609,21,6,194800,10.6배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.18,23700,1435,30,8,257200,9.71배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.19,48190,3245,61,6,234000,4.38배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.20,45030,2772,57,9,298000,6배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.21,42660,2289,54,9,278000,5.68배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.22,3160,236,4,1,24800,6.9배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.23,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.24,49770,2896,63,11,407000,7.71배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.25,32390,1272,41,9,353500,10.37배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.26,15010,1007,19,3,104400,6.39배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.27,40290,3163,51,6,226900,5.33배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.28,39500,2571,50,9,290500,6.89배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.29,5530,186,7,1,35000,5.97배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.30,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2025-12,12.31,59250,3612,75,15,542500,8.57배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.1,56880,4778,72,8,328000,5.49배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.2,39500,2632,50,12,444900,10.58배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.3,30810,3522,39,5,218000,6.77배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.4,24490,1166,31,3,117400,4.51배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.5,6320,110,8,1,45000,6.8배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.6,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.7,60040,6429,76,9,328000,5.15배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.8,22910,1457,29,8,283500,11.55배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.9,41870,3277,53,11,344600,7.51배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.10,45030,2701,57,5,145900,3.06배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.11,37920,3578,48,6,195500,4.93배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.12,3950,261,5,1,24800,5.77배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.13,0,1,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.14,50560,5056,64,11,457900,8.76배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.15,39500,3744,50,10,363900,8.67배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.16,35550,3181,45,5,198500,5.25배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.17,52930,5051,67,7,286300,5.09배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.18,36340,4295,46,6,219400,5.68배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.19,4740,326,6,2,77500,15.51배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.20,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.21,26070,2396,33,6,222000,8.07배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.22,5530,408,7,2,67500,11.57배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.23,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.24,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.25,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.26,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.27,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.28,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.29,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.30,0,0,0,0,0,0배
상상오리 경기광주점,14627925,nonsen840,2026-01,1.31,0,0,0,0,0,0배
상상오리 공릉점,14485291,yost1234,2025-09,9.1,41359,1503,59,9,346000,7.63배
상상오리 공릉점,14485291,yost1234,2025-09,9.2,28040,687,40,12,384000,12.67배
상상오리 공릉점,14485291,yost1234,2025-09,9.3,26638,699,38,4,153000,5.35배
상상오리 공릉점,14485291,yost1234,2025-09,9.4,33648,1510,48,8,267000,7.31배
상상오리 공릉점,14485291,yost1234,2025-09,9.5,42761,1625,61,15,562500,12.21배
상상오리 공릉점,14485291,yost1234,2025-09,9.6,77811,2582,111,14,493000,5.92배
상상오리 공릉점,14485291,yost1234,2025-09,9.7,39957,1757,57,15,551000,13.05배
상상오리 공릉점,14485291,yost1234,2025-09,9.8,35050,1459,50,14,464000,12.38배
상상오리 공릉점,14485291,yost1234,2025-09,9.9,37854,1500,54,5,178500,4.35배
상상오리 공릉점,14485291,yost1234,2025-09,9.10,49070,1804,70,17,559000,10.4배
상상오리 공릉점,14485291,yost1234,2025-09,9.11,42761,1343,61,10,401000,8.79배
상상오리 공릉점,14485291,yost1234,2025-09,9.12,25937,1540,37,7,221000,7.95배
상상오리 공릉점,14485291,yost1234,2025-09,9.13,48369,2087,69,8,311000,6.02배
상상오리 공릉점,14485291,yost1234,2025-09,9.14,59585,2116,85,13,481500,7.59배
상상오리 공릉점,14485291,yost1234,2025-09,9.15,40658,1430,58,7,313000,7.51배
상상오리 공릉점,14485291,yost1234,2025-09,9.16,43462,1785,62,11,354000,7.54배
상상오리 공릉점,14485291,yost1234,2025-09,9.17,44864,1787,64,4,257000,5.64배
상상오리 공릉점,14485291,yost1234,2025-09,9.18,35050,1342,50,8,227000,6배
상상오리 공릉점,14485291,yost1234,2025-09,9.19,38555,1645,55,6,181000,4.34배
상상오리 공릉점,14485291,yost1234,2025-09,9.20,53276,2131,76,12,416000,7.2배
상상오리 공릉점,14485291,yost1234,2025-09,9.21,57482,2203,82,12,474000,7.77배
상상오리 공릉점,14485291,yost1234,2025-09,9.22,32246,1427,46,4,104000,2.94배
상상오리 공릉점,14485291,yost1234,2025-09,9.23,30143,1490,43,6,226000,7.06배
상상오리 공릉점,14485291,yost1234,2025-09,9.24,46967,1652,67,8,284000,5.7배
상상오리 공릉점,14485291,yost1234,2025-09,9.25,44864,1478,64,9,301000,6.29배
상상오리 공릉점,14485291,yost1234,2025-09,9.26,53977,1547,77,12,443000,7.64배
상상오리 공릉점,14485291,yost1234,2025-09,9.27,58183,1958,83,6,246000,3.93배
상상오리 공릉점,14485291,yost1234,2025-09,9.28,58884,2809,84,18,597000,9.41배
상상오리 공릉점,14485291,yost1234,2025-09,9.29,39256,1620,56,10,354000,8.44배
상상오리 공릉점,14485291,yost1234,2025-09,9.30,35751,1571,51,7,257000,6.68배
상상오리 공릉점,14485291,yost1234,2025-10,10.1,48369,1584,69,10,333000,6.41배
상상오리 공릉점,14485291,yost1234,2025-10,10.2,35050,1551,50,6,234000,6.15배
상상오리 공릉점,14485291,yost1234,2025-10,10.3,39256,1602,56,9,345000,8.39배
상상오리 공릉점,14485291,yost1234,2025-10,10.4,49771,1674,71,11,366000,6.54배
상상오리 공릉점,14485291,yost1234,2025-10,10.5,49070,2160,70,13,557000,10.19배
상상오리 공릉점,14485291,yost1234,2025-10,10.6,75708,4494,108,13,420500,5.26배
상상오리 공릉점,14485291,yost1234,2025-10,10.7,93934,5079,134,20,752000,7.46배
상상오리 공릉점,14485291,yost1234,2025-10,10.8,45565,2801,65,9,276000,5.62배
상상오리 공릉점,14485291,yost1234,2025-10,10.9,53276,2084,76,7,243000,4.22배
상상오리 공릉점,14485291,yost1234,2025-10,10.10,58884,2384,84,12,395000,6.25배
상상오리 공릉점,14485291,yost1234,2025-10,10.11,71502,3283,102,14,570000,7.42배
상상오리 공릉점,14485291,yost1234,2025-10,10.12,63090,2945,90,11,426000,6.48배
상상오리 공릉점,14485291,yost1234,2025-10,10.13,46266,3369,66,4,111000,2.23배
상상오리 공릉점,14485291,yost1234,2025-10,10.14,49771,2707,71,14,472000,8.91배
상상오리 공릉점,14485291,yost1234,2025-10,10.15,43462,2749,62,8,221000,4.75배
상상오리 공릉점,14485291,yost1234,2025-10,10.16,44163,2223,63,8,268000,5.49배
상상오리 공릉점,14485291,yost1234,2025-10,10.17,46266,2712,66,8,275000,5.51배
상상오리 공릉점,14485291,yost1234,2025-10,10.18,69399,4125,99,14,494000,6.5배
상상오리 공릉점,14485291,yost1234,2025-10,10.19,75708,4127,108,19,690000,8.21배
상상오리 공릉점,14485291,yost1234,2025-10,10.20,46266,2797,66,13,516500,10.69배
상상오리 공릉점,14485291,yost1234,2025-10,10.21,43462,2141,62,9,298000,6.24배
상상오리 공릉점,14485291,yost1234,2025-10,10.22,27339,2200,39,6,238000,8.36배
상상오리 공릉점,14485291,yost1234,2025-10,10.23,26638,2153,38,6,184000,6.38배
상상오리 공릉점,14485291,yost1234,2025-10,10.24,26638,2220,38,5,165000,5.65배
상상오리 공릉점,14485291,yost1234,2025-10,10.25,39957,2500,57,10,407500,9.28배
상상오리 공릉점,14485291,yost1234,2025-10,10.26,39957,3189,57,10,304000,6.72배
상상오리 공릉점,14485291,yost1234,2025-10,10.27,28741,3140,41,5,174000,5.45배
상상오리 공릉점,14485291,yost1234,2025-10,10.28,29442,2351,42,8,259000,7.86배
상상오리 공릉점,14485291,yost1234,2025-10,10.29,25236,2567,36,3,118000,4.13배
상상오리 공릉점,14485291,yost1234,2025-10,10.30,32947,1943,47,9,270000,7.47배
상상오리 공릉점,14485291,yost1234,2025-10,10.31,37153,2117,53,12,375000,9.09배
상상오리 공릉점,14485291,yost1234,2025-11,11.1,32947,2312,47,13,473500,12.95배
상상오리 공릉점,14485291,yost1234,2025-11,11.2,42060,3435,60,11,406000,8.9배
상상오리 공릉점,14485291,yost1234,2025-11,11.3,17525,1982,25,2,67000,3.42배
상상오리 공릉점,14485291,yost1234,2025-11,11.4,39957,2099,57,13,444000,10.07배
상상오리 공릉점,14485291,yost1234,2025-11,11.5,37854,1995,54,18,714000,17.34배
상상오리 공릉점,14485291,yost1234,2025-11,11.6,25236,1503,36,5,162000,5.81배
상상오리 공릉점,14485291,yost1234,2025-11,11.7,30844,1528,44,5,176000,5.27배
상상오리 공릉점,14485291,yost1234,2025-11,11.8,43462,2325,62,11,395000,8.3배
상상오리 공릉점,14485291,yost1234,2025-11,11.9,44864,2987,64,9,271500,5.48배
상상오리 공릉점,14485291,yost1234,2025-11,11.10,25937,1394,37,8,252000,8.46배
상상오리 공릉점,14485291,yost1234,2025-11,11.11,28741,1317,41,8,244000,7.7배
상상오리 공릉점,14485291,yost1234,2025-11,11.12,27339,1227,39,5,197000,6.61배
상상오리 공릉점,14485291,yost1234,2025-11,11.13,22432,1203,32,6,194000,7.67배
상상오리 공릉점,14485291,yost1234,2025-11,11.14,23834,1207,34,8,274000,10.43배
상상오리 공릉점,14485291,yost1234,2025-11,11.15,25236,1348,36,7,250000,9.15배
상상오리 공릉점,14485291,yost1234,2025-11,11.16,29442,1404,42,3,133000,4.17배
상상오리 공릉점,14485291,yost1234,2025-11,11.17,21030,1258,30,8,296000,12.95배
상상오리 공릉점,14485291,yost1234,2025-11,11.18,32246,1269,46,6,244000,7.16배
상상오리 공릉점,14485291,yost1234,2025-11,11.19,16824,1136,24,6,265000,14.63배
상상오리 공릉점,14485291,yost1234,2025-11,11.20,21030,962,30,6,229000,10.01배
상상오리 공릉점,14485291,yost1234,2025-11,11.21,21731,1072,31,8,357000,15.49배
상상오리 공릉점,14485291,yost1234,2025-11,11.22,19628,1246,28,7,249000,11.64배
상상오리 공릉점,14485291,yost1234,2025-11,11.23,24535,1269,35,7,237000,8.5배
상상오리 공릉점,14485291,yost1234,2025-11,11.24,30844,1141,44,5,182000,5.31배
상상오리 공릉점,14485291,yost1234,2025-11,11.25,18226,1038,26,2,68000,3.29배
상상오리 공릉점,14485291,yost1234,2025-11,11.26,21030,1137,30,5,146000,6.15배
상상오리 공릉점,14485291,yost1234,2025-11,11.27,23133,1252,33,5,137000,5.01배
상상오리 공릉점,14485291,yost1234,2025-11,11.28,29442,1159,42,8,208000,5.92배
상상오리 공릉점,14485291,yost1234,2025-11,11.29,28741,1385,41,9,265400,8.04배
상상오리 공릉점,14485291,yost1234,2025-11,11.30,23133,1332,33,8,303000,11.96배
상상오리 공릉점,14485291,yost1234,2025-12,12.1,25236,1323,36,9,241800,8.38배
상상오리 공릉점,14485291,yost1234,2025-12,12.2,19628,1318,28,7,228900,9.83배
상상오리 공릉점,14485291,yost1234,2025-12,12.3,25937,1146,37,11,401400,14배
상상오리 공릉점,14485291,yost1234,2025-12,12.4,28741,1415,41,9,240000,6.78배
상상오리 공릉점,14485291,yost1234,2025-12,12.5,24535,1505,35,13,451600,15.72배
상상오리 공릉점,14485291,yost1234,2025-12,12.6,32947,2251,47,7,247000,6.41배
상상오리 공릉점,14485291,yost1234,2025-12,12.7,25937,1634,37,4,136000,4.62배
상상오리 공릉점,14485291,yost1234,2025-12,12.8,18226,1499,26,10,286400,12.33배
상상오리 공릉점,14485291,yost1234,2025-12,12.9,18927,1233,27,9,394000,19.09배
상상오리 공릉점,14485291,yost1234,2025-12,12.10,22432,1436,32,7,222900,8.5배
상상오리 공릉점,14485291,yost1234,2025-12,12.11,25937,1586,37,9,326000,11.06배
상상오리 공릉점,14485291,yost1234,2025-12,12.12,21030,1407,30,7,251600,10.52배
상상오리 공릉점,14485291,yost1234,2025-12,12.13,41359,1859,59,10,330900,7.23배
상상오리 공릉점,14485291,yost1234,2025-12,12.14,37854,2351,54,12,379400,9.01배
상상오리 공릉점,14485291,yost1234,2025-12,12.15,28040,1632,40,9,316100,8.94배
상상오리 공릉점,14485291,yost1234,2025-12,12.16,43462,3510,62,12,364800,7.56배
상상오리 공릉점,14485291,yost1234,2025-12,12.17,33648,2776,48,9,305700,8.1배
상상오리 공릉점,14485291,yost1234,2025-12,12.18,26638,2211,38,5,137900,4.35배
상상오리 공릉점,14485291,yost1234,2025-12,12.19,25937,1803,37,7,194800,6.73배
상상오리 공릉점,14485291,yost1234,2025-12,12.20,32246,2089,46,9,343000,9.93배
상상오리 공릉점,14485291,yost1234,2025-12,12.21,37854,2617,54,11,417300,9.75배
상상오리 공릉점,14485291,yost1234,2025-12,12.22,26638,2358,38,9,325800,11.25배
상상오리 공릉점,14485291,yost1234,2025-12,12.23,25937,2204,37,9,278900,9.44배
상상오리 공릉점,14485291,yost1234,2025-12,12.24,35751,1558,51,14,466900,11.79배
상상오리 공릉점,14485291,yost1234,2025-12,12.25,45565,2293,65,15,622400,12.6배
상상오리 공릉점,14485291,yost1234,2025-12,12.26,28741,1861,41,4,136000,4.21배
상상오리 공릉점,14485291,yost1234,2025-12,12.27,57482,3744,82,16,656900,10.52배
상상오리 공릉점,14485291,yost1234,2025-12,12.28,44864,4205,64,10,304800,5.92배
상상오리 공릉점,14485291,yost1234,2025-12,12.29,32246,3832,46,8,274000,7.53배
상상오리 공릉점,14485291,yost1234,2025-12,12.30,38555,3633,55,13,410600,9.58배
상상오리 공릉점,14485291,yost1234,2025-12,12.31,38555,2794,55,2,66000,1.5배
상상오리 공릉점,14485291,yost1234,2026-01,1.1,65193,11816,93,13,451000,6.44배
상상오리 공릉점,14485291,yost1234,2026-01,1.2,49771,7410,71,7,244800,4.31배
상상오리 공릉점,14485291,yost1234,2026-01,1.3,44864,3785,64,9,361000,7.5배
상상오리 공릉점,14485291,yost1234,2026-01,1.4,37854,2798,54,9,297900,7.15배
상상오리 공릉점,14485291,yost1234,2026-01,1.5,28741,3661,41,8,272000,8.92배
상상오리 공릉점,14485291,yost1234,2026-01,1.6,31545,2865,45,10,339900,9.63배
상상오리 공릉점,14485291,yost1234,2026-01,1.7,38555,3774,55,9,333900,8.01배
상상오리 공릉점,14485291,yost1234,2026-01,1.8,30143,1289,43,11,319300,9.95배
상상오리 공릉점,14485291,yost1234,2026-01,1.9,32947,2284,47,12,424700,11.49배
상상오리 공릉점,14485291,yost1234,2026-01,1.10,44864,4468,64,9,290000,5.92배
상상오리 공릉점,14485291,yost1234,2026-01,1.11,41359,4587,59,8,294900,6.47배
상상오리 공릉점,14485291,yost1234,2026-01,1.12,42060,4863,60,13,418800,9.13배
상상오리 공릉점,14485291,yost1234,2026-01,1.13,38555,3031,55,8,310600,7.54배
상상오리 공릉점,14485291,yost1234,2026-01,1.14,35050,2614,50,15,476300,12.39배
상상오리 공릉점,14485291,yost1234,2026-01,1.15,39256,1987,56,15,459400,10.77배
상상오리 공릉점,14485291,yost1234,2026-01,1.16,40658,2209,58,12,417900,9.57배
상상오리 공릉점,14485291,yost1234,2026-01,1.17,34349,2115,49,12,389900,10.58배
상상오리 공릉점,14485291,yost1234,2026-01,1.18,43462,1980,62,16,523600,10.8배
상상오리 공릉점,14485291,yost1234,2026-01,1.19,30844,2093,44,7,240000,7.48배
상상오리 공릉점,14485291,yost1234,2026-01,1.20,30844,2232,44,8,242600,7.39배
상상오리 공릉점,14485291,yost1234,2026-01,1.21,34349,2294,49,8,268800,6.88배
상상오리 공릉점,14485291,yost1234,2026-01,1.22,44163,2749,63,15,493700,10.29배
상상오리 공릉점,14485291,yost1234,2026-01,1.23,40658,2322,58,9,293800,6.72배
상상오리 공릉점,14485291,yost1234,2026-01,1.24,55379,3493,79,15,522000,8.73배
상상오리 공릉점,14485291,yost1234,2026-01,1.25,45565,2571,65,14,507300,10.2배
상상오리 공릉점,14485291,yost1234,2026-01,1.26,27339,2100,39,7,217900,7.07배
상상오리 공릉점,14485291,yost1234,2026-01,1.27,27339,1807,39,8,245700,8.13배
