매장명,상점번호,계정ID,조회월,날짜,광고지출,노출수,클릭수,주문수,주문금액,광고효과(%)
상상오리 의정부점,14332600,c00700613,2025-09,9.22,29890,1495,49,9,413800,12.95배
상상오리 의정부점,14332600,c00700613,2025-09,9.23,28060,1349,46,6,184000,5.93배
상상오리 의정부점,14332600,c00700613,2025-09,9.24,39650,1503,65,10,370700,8.82배
상상오리 의정부점,14332600,c00700613,2025-09,9.25,34770,1527,57,16,573300,15.31배
상상오리 의정부점,14332600,c00700613,2025-09,9.26,29890,1491,49,10,404800,12.81배
상상오리 의정부점,14332600,c00700613,2025-09,9.27,40260,1692,66,19,711900,16.89배
상상오리 의정부점,14332600,c00700613,2025-09,9.28,42700,1983,70,15,553800,12.33배
상상오리 의정부점,14332600,c00700613,2025-09,9.29,34160,1752,56,9,327000,8.93배
상상오리 의정부점,14332600,c00700613,2025-09,9.30,31110,2103,51,13,500100,15.31배
상상오리 의정부점,14332600,c00700613,2025-10,10.1,32330,2036,53,16,598100,17.32배
상상오리 의정부점,14332600,c00700613,2025-10,10.2,32330,1842,53,18,722800,20.55배
상상오리 의정부점,14332600,c00700613,2025-10,10.3,30500,1898,50,8,273000,8.62배
상상오리 의정부점,14332600,c00700613,2025-10,10.4,37820,2027,62,19,857800,21.46배
상상오리 의정부점,14332600,c00700613,2025-10,10.5,37820,2202,62,15,627600,16배
상상오리 의정부점,14332600,c00700613,2025-10,10.6,81740,5537,134,19,792800,9.17배
상상오리 의정부점,14332600,c00700613,2025-10,10.7,61610,4058,101,18,770200,11.73배
상상오리 의정부점,14332600,c00700613,2025-10,10.8,39650,2602,65,13,514400,12.22배
상상오리 의정부점,14332600,c00700613,2025-10,10.9,32330,2676,53,7,280400,8.05배
상상오리 의정부점,14332600,c00700613,2025-10,10.10,52460,3192,86,17,601000,10.66배
상상오리 의정부점,14332600,c00700613,2025-10,10.11,46970,3146,77,11,447800,8.97배
상상오리 의정부점,14332600,c00700613,2025-10,10.12,40260,2676,66,11,433000,10.07배
상상오리 의정부점,14332600,c00700613,2025-10,10.13,41480,2425,68,13,487700,11.18배
상상오리 의정부점,14332600,c00700613,2025-10,10.14,38430,2329,63,10,396800,9.95배
상상오리 의정부점,14332600,c00700613,2025-10,10.15,29280,1756,48,9,314000,10.05배
상상오리 의정부점,14332600,c00700613,2025-10,10.16,25620,1497,42,7,204000,7.38배
상상오리 의정부점,14332600,c00700613,2025-10,10.17,35380,1715,58,11,452400,12.01배
상상오리 의정부점,14332600,c00700613,2025-10,10.18,38430,2202,63,10,429000,10.67배
상상오리 의정부점,14332600,c00700613,2025-10,10.19,39040,2143,64,15,539800,12.89배
상상오리 의정부점,14332600,c00700613,2025-10,10.20,23790,1949,39,10,386400,15.1배
상상오리 의정부점,14332600,c00700613,2025-10,10.21,34160,2410,56,10,362400,9.75배
상상오리 의정부점,14332600,c00700613,2025-10,10.22,40870,2227,67,15,629000,14.46배
상상오리 의정부점,14332600,c00700613,2025-10,10.23,26230,1884,43,9,283000,9.79배
상상오리 의정부점,14332600,c00700613,2025-10,10.24,25010,2041,41,7,281700,10배
상상오리 의정부점,14332600,c00700613,2025-10,10.25,43920,2430,72,21,803500,16.73배
상상오리 의정부점,14332600,c00700613,2025-10,10.26,40870,2410,67,7,295100,6.64배
상상오리 의정부점,14332600,c00700613,2025-10,10.27,30500,1733,50,11,420400,13.08배
상상오리 의정부점,14332600,c00700613,2025-10,10.28,31110,1511,51,9,346800,10.28배
상상오리 의정부점,14332600,c00700613,2025-10,10.29,25620,1761,42,6,316000,11.77배
상상오리 의정부점,14332600,c00700613,2025-10,10.30,29890,1614,49,8,290400,9.02배
상상오리 의정부점,14332600,c00700613,2025-10,10.31,23180,1495,38,7,260700,10.46배
상상오리 의정부점,14332600,c00700613,2025-11,11.1,35380,1817,58,21,760400,19.87배
상상오리 의정부점,14332600,c00700613,2025-11,11.2,35380,1936,58,12,490400,12.84배
상상오리 의정부점,14332600,c00700613,2025-11,11.3,24400,1512,40,8,271000,10.2배
상상오리 의정부점,14332600,c00700613,2025-11,11.4,31110,2078,51,13,543800,16.31배
상상오리 의정부점,14332600,c00700613,2025-11,11.5,26840,1631,44,7,277000,9.7배
상상오리 의정부점,14332600,c00700613,2025-11,11.6,32330,1525,53,17,591400,16.83배
상상오리 의정부점,14332600,c00700613,2025-11,11.7,29280,1420,48,14,550000,17.42배
상상오리 의정부점,14332600,c00700613,2025-11,11.8,34770,1663,57,16,592100,15.39배
상상오리 의정부점,14332600,c00700613,2025-11,11.9,34770,1869,57,15,499700,13.2배
상상오리 의정부점,14332600,c00700613,2025-11,11.10,21350,1560,35,7,240000,10.42배
상상오리 의정부점,14332600,c00700613,2025-11,11.11,28060,1557,46,11,402100,13.09배
상상오리 의정부점,14332600,c00700613,2025-11,11.12,21960,1298,36,10,404000,17.09배
상상오리 의정부점,14332600,c00700613,2025-11,11.13,20740,1227,34,5,204700,9.17배
상상오리 의정부점,14332600,c00700613,2025-11,11.14,21960,1115,36,9,356000,15.1배
상상오리 의정부점,14332600,c00700613,2025-11,11.15,25010,1244,41,10,438000,16.38배
상상오리 의정부점,14332600,c00700613,2025-11,11.16,21960,1231,36,11,408200,17.11배
상상오리 의정부점,14332600,c00700613,2025-11,11.17,28670,1342,47,11,428700,13.84배
상상오리 의정부점,14332600,c00700613,2025-11,11.18,26230,1211,43,10,383000,13.61배
상상오리 의정부점,14332600,c00700613,2025-11,11.19,26840,1200,44,14,567700,19.66배
상상오리 의정부점,14332600,c00700613,2025-11,11.20,23790,1079,39,15,535400,20.59배
상상오리 의정부점,14332600,c00700613,2025-11,11.21,29280,1190,48,12,459400,14.59배
상상오리 의정부점,14332600,c00700613,2025-11,11.22,21960,1100,36,10,420400,18.05배
상상오리 의정부점,14332600,c00700613,2025-11,11.23,32940,1417,54,15,581700,16.49배
상상오리 의정부점,14332600,c00700613,2025-11,11.24,23790,1319,39,8,262000,10.11배
상상오리 의정부점,14332600,c00700613,2025-11,11.25,29280,1988,48,15,687800,22.02배
상상오리 의정부점,14332600,c00700613,2025-11,11.26,44530,3222,73,15,561700,11.67배
상상오리 의정부점,14332600,c00700613,2025-11,11.27,31110,2394,51,11,432000,12.88배
상상오리 의정부점,14332600,c00700613,2025-11,11.28,19520,1453,32,7,260700,12.28배
상상오리 의정부점,14332600,c00700613,2025-11,11.29,26230,1311,43,8,312000,11.06배
상상오리 의정부점,14332600,c00700613,2025-11,11.30,33550,1818,55,12,466100,12.95배
상상오리 의정부점,14332600,c00700613,2025-12,12.1,25620,1627,42,7,263000,9.46배
상상오리 의정부점,14332600,c00700613,2025-12,12.2,15860,1014,26,3,101000,5.86배
상상오리 의정부점,14332600,c00700613,2025-12,12.3,22570,877,37,8,277400,11.31배
상상오리 의정부점,14332600,c00700613,2025-12,12.4,17690,1026,29,6,272700,14.76배
상상오리 의정부점,14332600,c00700613,2025-12,12.5,56730,2407,93,14,529400,8.64배
상상오리 의정부점,14332600,c00700613,2025-12,12.6,35380,1686,58,9,439700,11.85배
상상오리 의정부점,14332600,c00700613,2025-12,12.7,28060,1405,46,14,545400,18.07배
상상오리 의정부점,14332600,c00700613,2025-12,12.8,23180,1448,38,6,237000,9.53배
상상오리 의정부점,14332600,c00700613,2025-12,12.9,21350,1191,35,7,272000,11.76배
상상오리 의정부점,14332600,c00700613,2025-12,12.10,21350,1217,35,13,469100,20.09배
상상오리 의정부점,14332600,c00700613,2025-12,12.11,15860,1229,26,10,375800,21.82배
상상오리 의정부점,14332600,c00700613,2025-12,12.12,12810,1262,21,4,143700,10.28배
상상오리 의정부점,14332600,c00700613,2025-12,12.13,38430,2289,63,9,342700,8.21배
상상오리 의정부점,14332600,c00700613,2025-12,12.14,17690,1167,29,6,234700,12.33배
상상오리 의정부점,14332600,c00700613,2025-12,12.15,17690,946,29,8,316000,16.77배
상상오리 의정부점,14332600,c00700613,2025-12,12.16,21960,1373,36,7,253000,10.56배
상상오리 의정부점,14332600,c00700613,2025-12,12.17,32330,2065,53,8,308000,8.82배
상상오리 의정부점,14332600,c00700613,2025-12,12.18,18300,1048,30,10,437600,22.44배
상상오리 의정부점,14332600,c00700613,2025-12,12.19,23790,1419,39,12,465700,18.44배
상상오리 의정부점,14332600,c00700613,2025-12,12.20,33550,1909,55,14,584700,16.2배
상상오리 의정부점,14332600,c00700613,2025-12,12.21,22570,1443,37,17,620500,25.38배
상상오리 의정부점,14332600,c00700613,2025-12,12.22,21350,997,35,10,356400,15.56배
상상오리 의정부점,14332600,c00700613,2025-12,12.23,23790,951,39,8,283000,10.92배
상상오리 의정부점,14332600,c00700613,2025-12,12.24,25620,975,42,14,550400,20.12배
상상오리 의정부점,14332600,c00700613,2025-12,12.25,35380,1018,58,26,1098200,28.89배
상상오리 의정부점,14332600,c00700613,2025-12,12.26,22570,729,37,13,481700,19.95배
상상오리 의정부점,14332600,c00700613,2025-12,12.27,25620,1441,42,9,348000,12.65배
상상오리 의정부점,14332600,c00700613,2025-12,12.28,28060,1576,46,13,568100,18.97배
상상오리 의정부점,14332600,c00700613,2025-12,12.29,33550,1612,55,14,555800,15.48배
상상오리 의정부점,14332600,c00700613,2025-12,12.30,21350,1277,35,6,208000,9배
상상오리 의정부점,14332600,c00700613,2025-12,12.31,40260,2228,66,13,525100,12.3배
상상오리 의정부점,14332600,c00700613,2026-01,1.1,46360,2704,76,20,781000,15.69배
상상오리 의정부점,14332600,c00700613,2026-01,1.2,40870,3808,67,17,657800,14.92배
상상오리 의정부점,14332600,c00700613,2026-01,1.3,61000,8270,100,21,802400,12.2배
상상오리 의정부점,14332600,c00700613,2026-01,1.4,34160,2469,56,10,349100,8.78배
상상오리 의정부점,14332600,c00700613,2026-01,1.5,59780,9554,98,19,731800,11.28배
상상오리 의정부점,14332600,c00700613,2026-01,1.6,34770,4222,57,11,355400,9.44배
상상오리 의정부점,14332600,c00700613,2026-01,1.7,39650,6479,65,14,530100,12.37배
상상오리 의정부점,14332600,c00700613,2026-01,1.8,22570,1583,37,10,448200,18.51배
상상오리 의정부점,14332600,c00700613,2026-01,1.9,25620,1486,42,9,328100,11.83배
상상오리 의정부점,14332600,c00700613,2026-01,1.10,51240,5125,84,17,656400,11.95배
상상오리 의정부점,14332600,c00700613,2026-01,1.11,39650,2078,65,13,502800,11.84배
상상오리 의정부점,14332600,c00700613,2026-01,1.12,40260,1651,66,16,581100,13.42배
상상오리 의정부점,14332600,c00700613,2026-01,1.13,34160,1383,56,14,528800,14.38배
상상오리 의정부점,14332600,c00700613,2026-01,1.14,31720,2208,52,11,404700,11.82배
상상오리 의정부점,14332600,c00700613,2026-01,1.15,41480,4086,68,12,432700,9.72배
상상오리 의정부점,14332600,c00700613,2026-01,1.16,25010,1447,41,7,246000,9.09배
상상오리 의정부점,14332600,c00700613,2026-01,1.17,35990,1541,59,20,803700,20.92배
상상오리 의정부점,14332600,c00700613,2026-01,1.18,24400,1848,40,10,363500,13.88배
상상오리 의정부점,14332600,c00700613,2026-01,1.19,33550,2295,55,12,433700,11.92배
상상오리 의정부점,14332600,c00700613,2026-01,1.20,46360,5623,76,20,672400,13.36배
상상오리 의정부점,14332600,c00700613,2026-01,1.21,40870,4589,67,16,594000,13.42배
상상오리 의정부점,14332600,c00700613,2026-01,1.22,31110,2197,51,17,659100,19.92배
상상오리 의정부점,14332600,c00700613,2026-01,1.23,34160,1974,56,13,477100,12.89배
상상오리 의정부점,14332600,c00700613,2026-01,1.24,40870,2110,67,16,629200,14.3배
상상오리 의정부점,14332600,c00700613,2026-01,1.25,33550,1835,55,16,683400,18.75배
상상오리 의정부점,14332600,c00700613,2026-01,1.26,25620,1766,42,13,468700,17.05배
상상오리 의정부점,14332600,c00700613,2026-01,1.27,31110,1904,51,7,251000,7.39배
상상오리 의정부점,14332600,c00700613,2026-01,1.28,17690,1539,29,7,274500,14.27배
상상오리 의정부점,14332600,c00700613,2026-01,1.29,20740,1555,34,9,496900,22.84배
상상오리 의정부점,14332600,c00700613,2026-01,1.30,26840,1579,44,10,375400,13.19배
상상오리 의정부점,14332600,c00700613,2026-01,1.31,34770,2415,57,13,534200,14.16배
상상오리 의정부점,14332600,c00700613,2026-02,2.1,32940,1966,54,13,510400,14.32배
상상오리 의정부점,14332600,c00700613,2026-02,2.2,35990,2194,59,16,639500,16.61배
상상오리 의정부점,14332600,c00700613,2026-02,2.3,31110,1814,51,19,758600,22.67배
상상오리 의정부점,14332600,c00700613,2026-02,2.4,25010,1903,41,8,319600,12.05배
상상오리 의정부점,14332600,c00700613,2026-02,2.5,29890,3191,49,9,319100,9.91배
상상오리 의정부점,14332600,c00700613,2026-02,2.6,32940,3686,54,13,483500,13.61배
상상오리 의정부점,14332600,c00700613,2026-02,2.7,46360,4414,76,14,614500,12.51배
상상오리 의정부점,14332600,c00700613,2026-02,2.8,40260,4334,66,11,456700,10.62배
상상오리 의정부점,14332600,c00700613,2026-02,2.9,32940,3774,54,13,501800,14.3배
상상오리 의정부점,14332600,c00700613,2026-02,2.10,28670,2317,47,18,709600,22.98배
상상오리 의정부점,14332600,c00700613,2026-02,2.11,21350,1833,35,6,251100,10.94배
상상오리 의정부점,14332600,c00700613,2026-02,2.12,32330,1684,53,19,681200,19.51배
상상오리 의정부점,14332600,c00700613,2026-02,2.13,32330,2020,53,16,603500,17.39배
상상오리 의정부점,14332600,c00700613,2026-02,2.14,35380,2226,58,16,622600,16.16배
상상오리 의정부점,14332600,c00700613,2026-02,2.15,25620,2210,42,12,497800,18.16배
상상오리 의정부점,14332600,c00700613,2026-02,2.16,26230,2746,43,9,385900,13.68배
상상오리 의정부점,14332600,c00700613,2026-02,2.17,43920,3572,72,20,711400,14.9배
상상오리 의정부점,14332600,c00700613,2026-02,2.18,39040,2518,64,14,530500,12.59배
상상오리 의정부점,14332600,c00700613,2026-02,2.19,16470,1281,27,6,249800,14.23배
상상오리 의정부점,14332600,c00700613,2026-02,2.20,21350,1388,35,11,423600,18.63배
상상오리 의정부점,14332600,c00700613,2026-02,2.21,24400,1380,40,6,231400,8.88배
상상오리 의정부점,14332600,c00700613,2026-02,2.22,25010,1361,41,13,485100,18.06배
상상오리 의정부점,14332600,c00700613,2026-02,2.23,0,0,0,0,0,0배
상상오리 의정부점,14332600,c00700613,2026-02,2.24,0,0,0,0,0,0배
상상오리 의정부점,14332600,c00700613,2026-02,2.25,0,0,0,0,0,0배
상상오리 의정부점,14332600,c00700613,2026-02,2.26,0,0,0,0,0,0배
상상오리 의정부점,14332600,c00700613,2026-02,2.27,0,0,0,0,0,0배
상상오리 의정부점,14332600,c00700613,2026-02,2.28,0,0,0,0,0,0배
상상오리 인천논현,14646671,ssdk8,2025-09,9.1,49410,2581,61,8,310000,5.73배
상상오리 인천논현,14646671,ssdk8,2025-09,9.2,23490,827,29,5,187500,7.13배
상상오리 인천논현,14646671,ssdk8,2025-09,9.3,24300,859,30,10,375000,14.07배
상상오리 인천논현,14646671,ssdk8,2025-09,9.4,63180,5323,78,10,377400,5.54배
상상오리 인천논현,14646671,ssdk8,2025-09,9.5,72900,8010,90,11,410600,5.08배
상상오리 인천논현,14646671,ssdk8,2025-09,9.6,92340,12416,114,7,267300,2.61배
상상오리 인천논현,14646671,ssdk8,2025-09,9.7,98010,10806,121,21,799700,7.4배
상상오리 인천논현,14646671,ssdk8,2025-09,9.8,63990,7387,79,10,377300,5.31배
상상오리 인천논현,14646671,ssdk8,2025-09,9.9,73710,8999,91,9,320500,3.88배
상상오리 인천논현,14646671,ssdk8,2025-09,9.10,56700,5429,70,6,234600,3.73배
상상오리 인천논현,14646671,ssdk8,2025-09,9.11,33084,2382,45,6,236400,6.87배
상상오리 인천논현,14646671,ssdk8,2025-09,9.12,40527,2855,57,8,296600,7.15배
상상오리 인천논현,14646671,ssdk8,2025-09,9.13,47637,3512,67,5,236600,4.88배
상상오리 인천논현,14646671,ssdk8,2025-09,9.14,51903,3263,73,11,413300,7.77배
상상오리 인천논현,14646671,ssdk8,2025-09,9.15,31284,2484,44,5,175900,5.46배
상상오리 인천논현,14646671,ssdk8,2025-09,9.16,51903,4067,73,7,252800,9.719999999999999배
상상오리 인천논현,14646671,ssdk8,2025-09,9.17,37683,2083,53,8,293400,7.6배
상상오리 인천논현,14646671,ssdk8,2025-09,9.18,24174,1761,34,7,261200,10.61배
상상오리 인천논현,14646671,ssdk8,2025-09,9.19,36972,2333,52,6,234900,6.24배
상상오리 인천논현,14646671,ssdk8,2025-09,9.20,41238,3192,58,10,408700,9.43배
상상오리 인천논현,14646671,ssdk8,2025-09,9.21,38394,3076,54,10,450300,11.47배
상상오리 인천논현,14646671,ssdk8,2025-09,9.22,39816,2641,56,6,209400,5.11배
상상오리 인천논현,14646671,ssdk8,2025-09,9.23,30573,2745,43,5,194000,6.21배
상상오리 인천논현,14646671,ssdk8,2025-09,9.24,36972,2928,52,6,216400,5.7배
상상오리 인천논현,14646671,ssdk8,2025-09,9.25,30573,2216,43,4,150800,4.82배
상상오리 인천논현,14646671,ssdk8,2025-09,9.26,29151,2746,41,7,272400,9.1배
상상오리 인천논현,14646671,ssdk8,2025-09,9.27,47637,4166,67,6,228100,4.7배
상상오리 인천논현,14646671,ssdk8,2025-09,9.28,53325,5848,75,15,598400,10.99배
상상오리 인천논현,14646671,ssdk8,2025-09,9.29,50004,6546,64,7,254300,4.79배
상상오리 인천논현,14646671,ssdk8,2025-09,9.30,55959,10482,69,5,184500,3.05배
상상오리 인천논현,14646671,ssdk8,2025-10,10.1,41361,6984,51,7,251300,5.8배
상상오리 인천논현,14646671,ssdk8,2025-10,10.2,58392,10681,72,7,256000,4.08배
상상오리 인천논현,14646671,ssdk8,2025-10,10.3,72179,12184,89,11,399100,5.13배
상상오리 인천논현,14646671,ssdk8,2025-10,10.4,66502,13011,82,6,230300,3.32배
상상오리 인천논현,14646671,ssdk8,2025-10,10.5,55959,14505,69,6,225800,3.81배
상상오리 인천논현,14646671,ssdk8,2025-10,10.6,82722,16347,102,7,284600,3.3배
상상오리 인천논현,14646671,ssdk8,2025-10,10.7,64880,14828,80,3,122100,1.77배
상상오리 인천논현,14646671,ssdk8,2025-10,10.8,60825,12908,75,10,391000,6.05배
상상오리 인천논현,14646671,ssdk8,2025-10,10.9,54337,12260,67,7,262800,4.48배
상상오리 인천논현,14646671,ssdk8,2025-10,10.10,68124,9974,84,16,584600,7.91배
상상오리 인천논현,14646671,ssdk8,2025-10,10.11,77856,13954,96,14,586600,7.11배
상상오리 인천논현,14646671,ssdk8,2025-10,10.12,85966,12261,106,11,432200,4.78배
상상오리 인천논현,14646671,ssdk8,2025-10,10.13,68124,10119,84,8,297400,4.08배
상상오리 인천논현,14646671,ssdk8,2025-10,10.14,13026,2152,26,2,79800,5.97배
상상오리 인천논현,14646671,ssdk8,2025-10,10.15,7014,932,14,3,117600,16.47배
상상오리 인천논현,14646671,ssdk8,2025-10,10.16,8517,589,17,0,0,0배
상상오리 인천논현,14646671,ssdk8,2025-10,10.17,8517,547,17,4,156600,17.92배
상상오리 인천논현,14646671,ssdk8,2025-10,10.18,8016,582,16,3,106700,13.1배
상상오리 인천논현,14646671,ssdk8,2025-10,10.19,15030,980,30,4,195800,12.76배
상상오리 인천논현,14646671,ssdk8,2025-10,10.20,9018,822,18,5,184500,20.12배
상상오리 인천논현,14646671,ssdk8,2025-10,10.21,9018,607,18,5,188300,19.76배
상상오리 인천논현,14646671,ssdk8,2025-10,10.22,10020,855,20,5,186600,16.4배
상상오리 인천논현,14646671,ssdk8,2025-10,10.23,8517,591,17,3,115600,12.12배
상상오리 인천논현,14646671,ssdk8,2025-10,10.24,6513,648,13,5,225000,30.98배
상상오리 인천논현,14646671,ssdk8,2025-10,10.25,10020,611,20,4,156500,13.74배
상상오리 인천논현,14646671,ssdk8,2025-10,10.26,11022,846,22,3,108700,8.66배
상상오리 인천논현,14646671,ssdk8,2025-10,10.27,7515,881,15,5,207500,26.01배
상상오리 인천논현,14646671,ssdk8,2025-10,10.28,7515,913,15,5,171000,21.16배
상상오리 인천논현,14646671,ssdk8,2025-10,10.29,10020,1105,20,3,103700,9.45배
상상오리 인천논현,14646671,ssdk8,2025-10,10.30,7515,467,15,1,35900,4.38배
상상오리 인천논현,14646671,ssdk8,2025-10,10.31,6012,410,12,3,110700,17.08배
상상오리 인천논현,14646671,ssdk8,2025-11,11.1,4509,390,9,2,78800,16.15배
상상오리 인천논현,14646671,ssdk8,2025-11,11.2,6513,417,13,1,34900,5.04배
상상오리 인천논현,14646671,ssdk8,2025-11,11.3,8517,446,17,3,114900,12.43배
상상오리 인천논현,14646671,ssdk8,2025-11,11.4,5511,409,11,0,0,0배
상상오리 인천논현,14646671,ssdk8,2025-11,11.5,8517,357,17,3,122700,13.38배
상상오리 인천논현,14646671,ssdk8,2025-11,11.6,3006,272,6,0,0,0배
상상오리 인천논현,14646671,ssdk8,2025-11,11.7,4509,265,9,3,122400,25.3배
상상오리 인천논현,14646671,ssdk8,2025-11,11.8,11523,378,23,7,263700,20.93배
상상오리 인천논현,14646671,ssdk8,2025-11,11.9,4008,363,8,1,37900,9.13배
상상오리 인천논현,14646671,ssdk8,2025-11,11.10,6513,512,13,4,130500,17.58배
상상오리 인천논현,14646671,ssdk8,2025-11,11.11,7014,354,14,9,312600,39.76배
상상오리 인천논현,14646671,ssdk8,2025-11,11.12,3006,281,6,0,0,0배
상상오리 인천논현,14646671,ssdk8,2025-11,11.13,8517,359,17,7,288200,31.55배
상상오리 인천논현,14646671,ssdk8,2025-11,11.14,6012,302,12,5,201900,29.25배
상상오리 인천논현,14646671,ssdk8,2025-11,11.15,11523,334,23,5,196500,15.29배
상상오리 인천논현,14646671,ssdk8,2025-11,11.16,4509,366,9,5,158500,30.25배
상상오리 인천논현,14646671,ssdk8,2025-11,11.17,9018,381,18,5,165000,16.72배
상상오리 인천논현,14646671,ssdk8,2025-11,11.18,8016,326,16,5,187900,21.78배
상상오리 인천논현,14646671,ssdk8,2025-11,11.19,12525,487,25,9,308900,21.31배
상상오리 인천논현,14646671,ssdk8,2025-11,11.20,17034,468,34,6,381400,16.47배
상상오리 인천논현,14646671,ssdk8,2025-11,11.21,10020,529,20,5,196400,16.14배
상상오리 인천논현,14646671,ssdk8,2025-11,11.22,13026,727,26,8,253800,17.61배
상상오리 인천논현,14646671,ssdk8,2025-11,11.23,10521,1158,21,6,242000,19.43배
상상오리 인천논현,14646671,ssdk8,2025-11,11.24,8517,661,17,6,158600,12.99배
상상오리 인천논현,14646671,ssdk8,2025-11,11.25,18537,627,37,8,254500,11.5배
상상오리 인천논현,14646671,ssdk8,2025-11,11.26,7515,562,15,1,33900,4.34배
상상오리 인천논현,14646671,ssdk8,2025-11,11.27,7014,592,14,2,56600,6.64배
상상오리 인천논현,14646671,ssdk8,2025-11,11.28,8016,511,16,2,44400,3.79배
상상오리 인천논현,14646671,ssdk8,2025-11,11.29,10020,618,20,4,127100,10.6배
상상오리 인천논현,14646671,ssdk8,2025-11,11.30,11022,613,22,0,0,0배
상상오리 인천논현,14646671,ssdk8,2025-12,12.1,5010,547,10,0,0,0배
상상오리 인천논현,14646671,ssdk8,2025-12,12.2,9519,455,19,4,145100,13.28배
상상오리 인천논현,14646671,ssdk8,2025-12,12.3,13026,551,26,4,116500,7.59배
상상오리 인천논현,14646671,ssdk8,2025-12,12.4,12024,497,24,6,199100,14.98배
상상오리 인천논현,14646671,ssdk8,2025-12,12.5,14028,424,28,7,246600,15.68배
상상오리 인천논현,14646671,ssdk8,2025-12,12.6,9519,324,19,7,221700,20.31배
상상오리 인천논현,14646671,ssdk8,2025-12,12.7,9519,368,19,5,182500,16.13배
상상오리 인천논현,14646671,ssdk8,2025-12,12.8,8517,409,17,4,151800,16.53배
상상오리 인천논현,14646671,ssdk8,2025-12,12.9,14028,543,28,9,306800,19.61배
상상오리 인천논현,14646671,ssdk8,2025-12,12.10,9519,551,19,8,307600,30.12배
상상오리 인천논현,14646671,ssdk8,2025-12,12.11,10521,625,21,4,129300,11.08배
상상오리 인천논현,14646671,ssdk8,2025-12,12.12,12525,1218,25,4,126900,8.88배
상상오리 인천논현,14646671,ssdk8,2025-12,12.13,14529,1444,29,7,253800,14.13배
상상오리 인천논현,14646671,ssdk8,2025-12,12.14,12024,578,24,5,180500,13.76배
상상오리 인천논현,14646671,ssdk8,2025-12,12.15,8016,524,16,5,196400,22.64배
상상오리 인천논현,14646671,ssdk8,2025-12,12.16,17535,1688,35,4,132800,6.74배
상상오리 인천논현,14646671,ssdk8,2025-12,12.17,9519,1126,19,0,0,0배
상상오리 인천논현,14646671,ssdk8,2025-12,12.18,14028,2296,28,6,243700,16.04배
상상오리 인천논현,14646671,ssdk8,2025-12,12.19,16533,2427,33,5,184800,10.63배
상상오리 인천논현,14646671,ssdk8,2025-12,12.20,14529,915,29,5,181500,11.62배
상상오리 인천논현,14646671,ssdk8,2025-12,12.21,20040,1299,40,12,417100,18.98배
상상오리 인천논현,14646671,ssdk8,2025-12,12.22,10020,841,20,6,220400,20.2배
상상오리 인천논현,14646671,ssdk8,2025-12,12.23,12024,1254,24,6,227400,17.51배
상상오리 인천논현,14646671,ssdk8,2025-12,12.24,9519,582,19,6,234000,22.62배
상상오리 인천논현,14646671,ssdk8,2025-12,12.25,17535,1536,35,12,406900,20.78배
상상오리 인천논현,14646671,ssdk8,2025-12,12.26,12525,689,25,5,171300,12.48배
상상오리 인천논현,14646671,ssdk8,2025-12,12.27,13527,1052,27,7,287900,19.73배
상상오리 인천논현,14646671,ssdk8,2025-12,12.28,19038,1236,38,2,69800,3.19배
상상오리 인천논현,14646671,ssdk8,2025-12,12.29,16032,1076,32,6,189200,10.27배
상상오리 인천논현,14646671,ssdk8,2025-12,12.30,13527,862,27,7,263600,18.07배
상상오리 인천논현,14646671,ssdk8,2025-12,12.31,21042,1230,42,9,341400,14.98배
상상오리 인천논현,14646671,ssdk8,2026-01,1.1,13026,1273,26,4,151600,11.18배
상상오리 인천논현,14646671,ssdk8,2026-01,1.2,9018,736,18,3,81500,7.63배
상상오리 인천논현,14646671,ssdk8,2026-01,1.3,10020,751,20,6,237700,22.23배
상상오리 인천논현,14646671,ssdk8,2026-01,1.4,15030,787,30,10,309700,18.28배
상상오리 인천논현,14646671,ssdk8,2026-01,1.5,11022,2023,22,4,198600,17.15배
상상오리 인천논현,14646671,ssdk8,2026-01,1.6,20040,1686,40,7,255800,11.5배
상상오리 인천논현,14646671,ssdk8,2026-01,1.7,13527,926,27,7,266000,18.25배
상상오리 인천논현,14646671,ssdk8,2026-01,1.8,12525,629,25,3,120500,8.91배
상상오리 인천논현,14646671,ssdk8,2026-01,1.9,22545,1778,45,12,476400,19.94배
상상오리 인천논현,14646671,ssdk8,2026-01,1.10,19038,1068,38,8,249300,12.52배
상상오리 인천논현,14646671,ssdk8,2026-01,1.11,20040,1266,40,7,225000,10.05배
상상오리 인천논현,14646671,ssdk8,2026-01,1.12,14028,1108,28,4,111600,7.16배
상상오리 인천논현,14646671,ssdk8,2026-01,1.13,11523,898,23,7,216200,17.03배
상상오리 인천논현,14646671,ssdk8,2026-01,1.14,10020,867,20,5,173400,16.48배
상상오리 인천논현,14646671,ssdk8,2026-01,1.15,5511,282,11,3,91800,14.79배
상상오리 인천논현,14646671,ssdk8,2026-01,1.16,0,0,0,0,0,0배
상상오리 인천논현,14646671,ssdk8,2026-01,1.17,0,0,0,0,0,0배
상상오리 인천논현,14646671,ssdk8,2026-01,1.18,0,0,0,0,0,0배
상상오리 인천논현,14646671,ssdk8,2026-01,1.19,0,0,0,0,0,0배
상상오리 인천논현,14646671,ssdk8,2026-01,1.20,0,0,0,0,0,0배
상상오리 인천논현,14646671,ssdk8,2026-01,1.21,0,0,0,0,0,0배
